经营者年龄,年龄分组描述,婚姻状态,户籍类型,本地居住年限,经营类型,资产等级,住房所有权,资产持有年限,贷款金额_万元,贷款金额分组描述,贷款期限_月,还款负担等级,其他负债_万元,贷款资产比,征信等级,行内评分,历史贷款笔数,账户活跃度,储蓄账户等级,稳定性评分,违约概率,风险评分,风险等级,重庆三农客户评分,客户等级,柑橘产业细分,是否违约,反洗钱行业分类,企业名称,风险特征描述
35,中年骨干(35-44岁),已婚,本地户籍,3,水果种植,2,自有房产,3,20.755,中型贷款(20-50万),24,2,0.015,0.988333333,3,2,2,4,2,3,0.091044298,9.104429806,中低风险,90.89557019,优质客户,传统散户种植,0,农业种植/养殖,广东顺农业个体经营_0247,企业名称：广东顺农业个体经营_0247；所属行业：农业种植/养殖；资产规模等级：2.00；贷款金额（万元）：20.75；贷款期限（月）：24.00；还款负担水平：2.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.09；综合风险得分：9.10；历史违约记录：0.00
25,青壮年主力(25-34岁),已婚,本地户籍,2,蔬菜种植,1,自有房产,3,13.155,小型贷款(5-20万),15,3,0.015,1.195909091,2,2,1,2,2,3,0.23326856,23.326856,中风险,76.673144,良好客户,非柑橘产业,0,建筑施工/工程承包,新疆兴工程物流有限公司_0248,企业名称：新疆兴工程物流有限公司_0248；所属行业：建筑施工/工程承包；资产规模等级：1.00；贷款金额（万元）：13.15；贷款期限（月）：15.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.23；综合风险得分：23.33；历史违约记录：0.00
26,青壮年主力(25-34岁),已婚,本地户籍,3,水果种植,3,自有房产,3,26.24,中型贷款(20-50万),21,1,0.015,0.846451613,2,2,1,4,5,3,0.06523077,6.523077042,低风险,93.47692296,优质客户,中型专业种植,0,公共事业/市政服务,黑龙江兴种植农业开发有限公司_0249,企业名称：黑龙江兴种植农业开发有限公司_0249；所属行业：公共事业/市政服务；资产规模等级：3.00；贷款金额（万元）：26.24；贷款期限（月）：21.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.07；综合风险得分：6.52；历史违约记录：0.00
43,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,3,自有房产,5,14.495,小型贷款(5-20万),18,4,0.015,0.467580645,3,1,1,2,5,3,0.111337948,11.13379483,中低风险,88.86620517,优质客户,中型专业种植,0,农业种植/养殖,山西达农业种养专业合作社_0250,企业名称：山西达农业种养专业合作社_0250；所属行业：农业种植/养殖；资产规模等级：3.00；贷款金额（万元）：14.49；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：3.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中低风险；预测违约概率：0.11；综合风险得分：11.13；历史违约记录：0.00
44,中年骨干(35-44岁),已婚,本地户籍,4,蔬菜种植,1,自有房产,3,31.02,中型贷款(20-50万),18,2,0.015,2.82,3,1,1,2,1,3,0.21192199,21.19219898,中风险,78.80780102,良好客户,非柑橘产业,0,制造业（含加工）,北京源服务新能源有限公司_0251,企业名称：北京源服务新能源有限公司_0251；所属行业：制造业（含加工）；资产规模等级：1.00；贷款金额（万元）：31.02；贷款期限（月）：18.00；还款负担水平：2.00；征信评分等级：3.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.21；综合风险得分：21.19；历史违约记录：0.00
38,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,3,自有房产,5,4.02,微型贷款(5万以下),12,4,0.015,0.129677419,2,2,1,4,1,3,0.156999991,15.69999908,中低风险,84.30000092,优质客户,中型专业种植,0,农业种植/养殖,河南昌农业农业开发有限公司_0252,企业名称：河南昌农业农业开发有限公司_0252；所属行业：农业种植/养殖；资产规模等级：3.00；贷款金额（万元）：4.02；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.16；综合风险得分：15.70；历史违约记录：0.00
28,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,3,自有房产,5,17.975,小型贷款(5-20万),36,4,0.015,0.57983871,2,2,1,4,1,3,0.268571143,26.85711428,中风险,73.14288572,良好客户,中型专业种植,0,建筑施工/工程承包,江苏昌服务实业有限公司_0253,企业名称：江苏昌服务实业有限公司_0253；所属行业：建筑施工/工程承包；资产规模等级：3.00；贷款金额（万元）：17.98；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.27；综合风险得分：26.86；历史违约记录：0.00
38,中年骨干(35-44岁),已婚,本地户籍,2,畜禽养殖,3,自有房产,5,28.555,中型贷款(20-50万),36,4,0.015,0.921129032,4,2,2,4,4,3,0.103207208,10.32072079,中低风险,89.67927921,优质客户,非柑橘产业,0,文化艺术/广告传媒,贵州隆养殖个体工商户_0254,企业名称：贵州隆养殖个体工商户_0254；所属行业：文化艺术/广告传媒；资产规模等级：3.00；贷款金额（万元）：28.55；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.10；综合风险得分：10.32；历史违约记录：0.00
26,青壮年主力(25-34岁),已婚,本地户籍,4,水果种植,2,租赁房产,4,13.435,小型贷款(5-20万),15,2,0.015,0.639761905,2,2,1,3,1,2,0.177690811,17.76908107,中风险,82.23091893,优质客户,传统散户种植,0,信息技术/软件服务,广东隆服务实业有限公司_0255,企业名称：广东隆服务实业有限公司_0255；所属行业：信息技术/软件服务；资产规模等级：2.00；贷款金额（万元）：13.44；贷款期限（月）：15.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中风险；预测违约概率：0.18；综合风险得分：17.77；历史违约记录：0.00
27,青壮年主力(25-34岁),已婚,本地户籍,4,蔬菜种植,2,自有房产,5,18.215,小型贷款(5-20万),15,1,0.015,0.867380952,3,2,2,1,1,3,0.343315938,34.3315938,中高风险,65.6684062,良好客户,非柑橘产业,0,虚拟货币交易平台,湖南隆金融股份有限公司_0256,企业名称：湖南隆金融股份有限公司_0256；所属行业：虚拟货币交易平台；资产规模等级：2.00；贷款金额（万元）：18.21；贷款期限（月）：15.00；还款负担水平：1.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：1.00；系统风险评级：中高风险；预测违约概率：0.34；综合风险得分：34.33；历史违约记录：0.00
23,青年创业者(25岁以下),已婚,本地户籍,3,水果种植,1,租赁房产,2,10.73,小型贷款(5-20万),10,1,0.015,0.975454545,4,2,2,4,1,2,0.038475689,3.847568878,低风险,96.15243112,优质客户,传统散户种植,0,农业种植/养殖,宁夏昌种植家庭农场_0257,企业名称：宁夏昌种植家庭农场_0257；所属行业：农业种植/养殖；资产规模等级：1.00；贷款金额（万元）：10.73；贷款期限（月）：10.00；还款负担水平：1.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.04；综合风险得分：3.85；历史违约记录：0.00
52,成熟经营者(45-54岁),已婚,本地户籍,4,蔬菜种植,1,自有房产,5,11.575,小型贷款(5-20万),10,3,0.015,1.052272727,2,2,1,1,1,3,0.319334281,31.93342809,中高风险,68.06657191,良好客户,非柑橘产业,0,现金密集型服务业（餐饮、娱乐、KTV）,天津恒科技科技发展有限公司_0258,企业名称：天津恒科技科技发展有限公司_0258；所属行业：现金密集型服务业（餐饮、娱乐、KTV）；资产规模等级：1.00；贷款金额（万元）：11.57；贷款期限（月）：10.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：中高风险；预测违约概率：0.32；综合风险得分：31.93；历史违约记录：0.00
74,老年经营者(65岁以上),已婚,本地户籍,4,蔬菜种植,1,自有房产,4,17.24,小型贷款(5-20万),5,1,0.015,1.567272727,2,2,1,4,1,3,0.048588214,4.858821441,低风险,95.14117856,优质客户,非柑橘产业,0,医疗卫生服务,陕西顺养殖餐饮管理有限公司_0259,企业名称：陕西顺养殖餐饮管理有限公司_0259；所属行业：医疗卫生服务；资产规模等级：1.00；贷款金额（万元）：17.24；贷款期限（月）：5.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.05；综合风险得分：4.86；历史违约记录：0.00
27,青壮年主力(25-34岁),已婚,本地户籍,3,蔬菜种植,2,自有房产,2,13.54,小型贷款(5-20万),15,2,0.005,0.644761905,2,2,2,4,1,3,0.162242718,16.22427177,中低风险,83.77572823,优质客户,非柑橘产业,0,医疗卫生服务,重庆通园艺文化传播有限公司_0260,企业名称：重庆通园艺文化传播有限公司_0260；所属行业：医疗卫生服务；资产规模等级：2.00；贷款金额（万元）：13.54；贷款期限（月）：15.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.16；综合风险得分：16.22；历史违约记录：0.00
35,中年骨干(35-44岁),已婚,本地户籍,4,畜禽养殖,3,自有房产,2,6.965,小型贷款(5-20万),11,4,0.015,0.224677419,4,2,2,4,1,3,0.094426201,9.44262009,中低风险,90.55737991,优质客户,非柑橘产业,0,医疗卫生服务,云南源养殖旅游开发有限公司_0261,企业名称：云南源养殖旅游开发有限公司_0261；所属行业：医疗卫生服务；资产规模等级：3.00；贷款金额（万元）：6.96；贷款期限（月）：11.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.09；综合风险得分：9.44；历史违约记录：0.00
23,青年创业者(25岁以下),已婚,本地户籍,2,水果种植,2,自有房产,2,6.375,小型贷款(5-20万),10,4,0.015,0.303571429,2,2,1,3,1,3,0.2585837,25.85836997,中风险,74.14163003,良好客户,传统散户种植,0,建筑施工/工程承包,湖南通服务实业有限公司_0262,企业名称：湖南通服务实业有限公司_0262；所属行业：建筑施工/工程承包；资产规模等级：2.00；贷款金额（万元）：6.38；贷款期限（月）：10.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中风险；预测违约概率：0.26；综合风险得分：25.86；历史违约记录：0.00
20,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,3,自有房产,5,6.565,小型贷款(5-20万),9,1,0.015,0.211774194,2,2,1,4,1,3,0.117266221,11.72662205,中低风险,88.27337795,优质客户,中型专业种植,0,农业种植/养殖,海南鑫农产品教育科技有限公司_0263,企业名称：海南鑫农产品教育科技有限公司_0263；所属行业：农业种植/养殖；资产规模等级：3.00；贷款金额（万元）：6.57；贷款期限（月）：9.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.12；综合风险得分：11.73；历史违约记录：0.00
34,青壮年主力(25-34岁),已婚,本地户籍,3,水果种植,3,自有房产,2,7.465,小型贷款(5-20万),12,4,0.015,0.240806452,2,1,1,4,1,3,0.168757939,16.87579387,中低风险,83.12420613,优质客户,中型专业种植,0,公共事业/市政服务,海南昌农业家庭农场_0264,企业名称：海南昌农业家庭农场_0264；所属行业：公共事业/市政服务；资产规模等级：3.00；贷款金额（万元）：7.46；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.17；综合风险得分：16.88；历史违约记录：0.00
40,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,3,自有房产,5,13.375,小型贷款(5-20万),22,3,0.015,0.431451613,2,2,1,4,3,3,0.090109462,9.010946183,中低风险,90.98905382,优质客户,中型专业种植,0,医疗卫生服务,吉林顺生态专业合作社_0265,企业名称：吉林顺生态专业合作社_0265；所属行业：医疗卫生服务；资产规模等级：3.00；贷款金额（万元）：13.38；贷款期限（月）：22.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.09；综合风险得分：9.01；历史违约记录：0.00
37,中年骨干(35-44岁),已婚,本地户籍,2,蔬菜种植,1,自有房产,3,10.59,小型贷款(5-20万),9,2,0.015,0.962727273,2,1,1,2,1,3,0.161013904,16.10139039,中低风险,83.89860961,优质客户,非柑橘产业,0,农业种植/养殖,甘肃昌生态专业合作社_0266,企业名称：甘肃昌生态专业合作社_0266；所属行业：农业种植/养殖；资产规模等级：1.00；贷款金额（万元）：10.59；贷款期限（月）：9.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中低风险；预测违约概率：0.16；综合风险得分：16.10；历史违约记录：0.00
36,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,2,自有房产,5,4.545,微型贷款(5万以下),36,4,0.015,0.216428571,2,2,1,4,3,3,0.140602692,14.06026922,中低风险,85.93973078,优质客户,传统散户种植,0,公共事业/市政服务,甘肃恒农产品旅游开发有限公司_0267,企业名称：甘肃恒农产品旅游开发有限公司_0267；所属行业：公共事业/市政服务；资产规模等级：2.00；贷款金额（万元）：4.54；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.14；综合风险得分：14.06；历史违约记录：0.00
22,青年创业者(25岁以下),已婚,本地户籍,4,蔬菜种植,2,租赁房产,2,6.29,小型贷款(5-20万),12,2,0.015,0.29952381,4,2,2,4,1,2,0.072928556,7.292855558,低风险,92.70714444,优质客户,非柑橘产业,0,公共事业/市政服务,四川通养殖种养专业合作社_0268,企业名称：四川通养殖种养专业合作社_0268；所属行业：公共事业/市政服务；资产规模等级：2.00；贷款金额（万元）：6.29；贷款期限（月）：12.00；还款负担水平：2.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.07；综合风险得分：7.29；历史违约记录：0.00
34,青壮年主力(25-34岁),已婚,本地户籍,4,蔬菜种植,3,自有房产,5,7.845,小型贷款(5-20万),15,4,0.005,0.253064516,1,1,1,4,2,3,0.277434095,27.74340954,中风险,72.25659046,良好客户,非柑橘产业,0,物流/运输业,广东源服务实业有限公司_0269,企业名称：广东源服务实业有限公司_0269；所属行业：物流/运输业；资产规模等级：3.00；贷款金额（万元）：7.84；贷款期限（月）：15.00；还款负担水平：4.00；征信评分等级：1.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.28；综合风险得分：27.74；历史违约记录：0.00
50,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,2,租赁房产,3,6.18,小型贷款(5-20万),6,2,0.015,0.294285714,2,2,1,4,3,2,0.05411704,5.411703983,低风险,94.58829602,优质客户,传统散户种植,0,农业种植/养殖,河南盛农产品教育科技有限公司_0270,企业名称：河南盛农产品教育科技有限公司_0270；所属行业：农业种植/养殖；资产规模等级：2.00；贷款金额（万元）：6.18；贷款期限（月）：6.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.05；综合风险得分：5.41；历史违约记录：0.00
40,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,3,自有房产,4,38.39,中型贷款(20-50万),36,2,0.015,1.238387097,3,2,2,4,3,3,0.119382436,11.93824362,中低风险,88.06175638,优质客户,中型专业种植,0,医疗卫生服务,浙江兴种植教育科技有限公司_0271,企业名称：浙江兴种植教育科技有限公司_0271；所属行业：医疗卫生服务；资产规模等级：3.00；贷款金额（万元）：38.39；贷款期限（月）：36.00；还款负担水平：2.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.12；综合风险得分：11.94；历史违约记录：0.00
23,青年创业者(25岁以下),其他,本地户籍,4,蔬菜种植,1,租赁房产,4,3.3,微型贷款(5万以下),6,2,0.015,0.3,2,2,1,4,3,1,0.059639459,5.963945898,低风险,94.0360541,优质客户,非柑橘产业,0,农业种植/养殖,江西通养殖个体工商户_0272,企业名称：江西通养殖个体工商户_0272；所属行业：农业种植/养殖；资产规模等级：1.00；贷款金额（万元）：3.30；贷款期限（月）：6.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.06；综合风险得分：5.96；历史违约记录：0.00
53,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,2,自有房产,5,14.175,小型贷款(5-20万),24,3,0.015,0.675,2,2,1,4,3,3,0.074091225,7.409122496,低风险,92.5908775,优质客户,传统散户种植,0,文化艺术/广告传媒,新疆源生态专业合作社_0273,企业名称：新疆源生态专业合作社_0273；所属行业：文化艺术/广告传媒；资产规模等级：2.00；贷款金额（万元）：14.18；贷款期限（月）：24.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.07；综合风险得分：7.41；历史违约记录：0.00
35,中年骨干(35-44岁),已婚,本地户籍,4,畜禽养殖,3,自有房产,5,13.35,小型贷款(5-20万),24,4,0.015,0.430645161,2,2,1,4,1,3,0.173266394,17.32663941,中风险,82.67336059,优质客户,非柑橘产业,0,制造业（含加工）,山东兴物流运输有限公司_0274,企业名称：山东兴物流运输有限公司_0274；所属行业：制造业（含加工）；资产规模等级：3.00；贷款金额（万元）：13.35；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.17；综合风险得分：17.33；历史违约记录：0.00
35,中年骨干(35-44岁),已婚,本地户籍,3,蔬菜种植,1,自有房产,3,17.235,小型贷款(5-20万),12,4,0.015,1.566818182,1,1,1,4,3,3,0.107711993,10.77119932,中低风险,89.22880068,优质客户,非柑橘产业,0,教育培训机构,浙江兴农产品旅游开发有限公司_0275,企业名称：浙江兴农产品旅游开发有限公司_0275；所属行业：教育培训机构；资产规模等级：1.00；贷款金额（万元）：17.23；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：1.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.11；综合风险得分：10.77；历史违约记录：0.00
54,成熟经营者(45-54岁),已婚,本地户籍,2,畜禽养殖,3,租赁房产,5,17.84,小型贷款(5-20万),15,4,0.005,0.575483871,2,2,1,4,1,2,0.21863281,21.86328097,中风险,78.13671903,良好客户,非柑橘产业,0,制造业（含加工）,台湾鑫信息装饰工程有限公司_0276,企业名称：台湾鑫信息装饰工程有限公司_0276；所属行业：制造业（含加工）；资产规模等级：3.00；贷款金额（万元）：17.84；贷款期限（月）：15.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.22；综合风险得分：21.86；历史违约记录：0.00
27,青壮年主力(25-34岁),已婚,本地户籍,3,水果种植,2,自有房产,4,18.26,小型贷款(5-20万),21,2,0.015,0.86952381,4,2,2,2,1,3,0.204490704,20.44907042,中风险,79.55092958,良好客户,传统散户种植,0,物流/运输业,江西鑫工程环保科技有限公司_0277,企业名称：江西鑫工程环保科技有限公司_0277；所属行业：物流/运输业；资产规模等级：2.00；贷款金额（万元）：18.26；贷款期限（月）：21.00；还款负担水平：2.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.20；综合风险得分：20.45；历史违约记录：0.00
28,青壮年主力(25-34岁),已婚,本地户籍,4,水果种植,3,自有房产,3,18.3,小型贷款(5-20万),24,2,0.015,0.590322581,2,2,1,1,1,3,0.535076278,53.50762775,高风险,46.49237225,一般客户,传统散户种植,0,典当行/拍卖行,安徽顺贸易信息技术有限公司_0278,企业名称：安徽顺贸易信息技术有限公司_0278；所属行业：典当行/拍卖行；资产规模等级：3.00；贷款金额（万元）：18.30；贷款期限（月）：24.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.54；综合风险得分：53.51；历史违约记录：0.00
49,成熟经营者(45-54岁),单身,本地户籍,4,水果种植,1,自有房产,5,5.63,小型贷款(5-20万),9,2,0.015,0.511818182,2,2,1,3,2,2,0.106441828,10.64418275,中低风险,89.35581725,优质客户,传统散户种植,0,农业种植/养殖,山东鑫种植文化传播有限公司_0279,企业名称：山东鑫种植文化传播有限公司_0279；所属行业：农业种植/养殖；资产规模等级：1.00；贷款金额（万元）：5.63；贷款期限（月）：9.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中低风险；预测违约概率：0.11；综合风险得分：10.64；历史违约记录：0.00
29,青壮年主力(25-34岁),已婚,本地户籍,1,水果种植,2,自有房产,2,3.415,微型贷款(5万以下),6,2,0.005,0.162619048,3,2,1,3,1,3,0.137333176,13.73331756,中低风险,86.26668244,优质客户,传统散户种植,0,公共事业/市政服务,湖南恒养殖餐饮管理有限公司_0280,企业名称：湖南恒养殖餐饮管理有限公司_0280；所属行业：公共事业/市政服务；资产规模等级：2.00；贷款金额（万元）：3.42；贷款期限（月）：6.00；还款负担水平：2.00；征信评分等级：3.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中低风险；预测违约概率：0.14；综合风险得分：13.73；历史违约记录：0.00
46,成熟经营者(45-54岁),已婚,本地户籍,2,蔬菜种植,3,自有房产,3,11.255,小型贷款(5-20万),12,1,0.015,0.363064516,2,2,1,3,1,3,0.118965027,11.8965027,中低风险,88.1034973,优质客户,非柑橘产业,0,农业种植/养殖,广西通农业专业合作社_0281,企业名称：广西通农业专业合作社_0281；所属行业：农业种植/养殖；资产规模等级：3.00；贷款金额（万元）：11.26；贷款期限（月）：12.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中低风险；预测违约概率：0.12；综合风险得分：11.90；历史违约记录：0.00
20,青年创业者(25岁以下),已婚,本地户籍,4,水果种植,3,租赁房产,2,23.375,中型贷款(20-50万),12,1,0.015,0.754032258,2,2,1,4,5,2,0.058673349,5.867334859,低风险,94.13266514,优质客户,中型专业种植,0,公共事业/市政服务,四川顺种植种养专业合作社_0282,企业名称：四川顺种植种养专业合作社_0282；所属行业：公共事业/市政服务；资产规模等级：3.00；贷款金额（万元）：23.38；贷款期限（月）：12.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.06；综合风险得分：5.87；历史违约记录：0.00
47,成熟经营者(45-54岁),单身,本地户籍,4,水果种植,2,自有房产,3,11.765,小型贷款(5-20万),21,1,0.015,0.560238095,3,2,2,2,1,2,0.187207069,18.7207069,中风险,81.2792931,优质客户,传统散户种植,0,批发零售业,江苏达制造环保科技有限公司_0283,企业名称：江苏达制造环保科技有限公司_0283；所属行业：批发零售业；资产规模等级：2.00；贷款金额（万元）：11.77；贷款期限（月）：21.00；还款负担水平：1.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.19；综合风险得分：18.72；历史违约记录：0.00
29,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,3,自有房产,2,16.785,小型贷款(5-20万),21,4,0.005,0.541451613,2,2,1,1,4,3,0.496189288,49.61892885,中高风险,50.38107115,一般客户,中型专业种植,0,房地产投资/开发,江西兴投资有限责任公司_0284,企业名称：江西兴投资有限责任公司_0284；所属行业：房地产投资/开发；资产规模等级：3.00；贷款金额（万元）：16.79；贷款期限（月）：21.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：中高风险；预测违约概率：0.50；综合风险得分：49.62；历史违约记录：0.00
54,成熟经营者(45-54岁),已婚,本地户籍,4,粮油种植,1,自有房产,1,3.36,微型贷款(5万以下),6,1,0.015,0.305454545,2,2,1,4,1,3,0.049221721,4.922172053,低风险,95.07782795,优质客户,非柑橘产业,0,文化艺术/广告传媒,山东兴园艺种养专业合作社_0285,企业名称：山东兴园艺种养专业合作社_0285；所属行业：文化艺术/广告传媒；资产规模等级：1.00；贷款金额（万元）：3.36；贷款期限（月）：6.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.05；综合风险得分：4.92；历史违约记录：0.00
52,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,3,自有房产,5,1.69,微型贷款(5万以下),6,4,0.015,0.054516129,4,2,2,1,3,3,0.199766692,19.97666918,中风险,80.02333082,优质客户,中型专业种植,0,建筑施工/工程承包,河南昌信息运输有限公司_0286,企业名称：河南昌信息运输有限公司_0286；所属行业：建筑施工/工程承包；资产规模等级：3.00；贷款金额（万元）：1.69；贷款期限（月）：6.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：1.00；系统风险评级：中风险；预测违约概率：0.20；综合风险得分：19.98；历史违约记录：0.00
32,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,1,自有房产,3,13.485,小型贷款(5-20万),9,1,0.015,1.225909091,2,1,1,4,1,3,0.058154874,5.815487421,低风险,94.18451258,优质客户,传统散户种植,0,医疗卫生服务,江西通农产品农业开发有限公司_0287,企业名称：江西通农产品农业开发有限公司_0287；所属行业：医疗卫生服务；资产规模等级：1.00；贷款金额（万元）：13.48；贷款期限（月）：9.00；还款负担水平：1.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.06；综合风险得分：5.82；历史违约记录：0.00
51,成熟经营者(45-54岁),已婚,本地户籍,4,蔬菜种植,4,其他,5,12.535,小型贷款(5-20万),9,2,0.015,0.305731707,2,2,1,4,3,2,0.066944662,6.694466191,低风险,93.30553381,优质客户,非柑橘产业,0,农业种植/养殖,山东达种植健康管理有限公司_0288,企业名称：山东达种植健康管理有限公司_0288；所属行业：农业种植/养殖；资产规模等级：4.00；贷款金额（万元）：12.54；贷款期限（月）：9.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.07；综合风险得分：6.69；历史违约记录：0.00
33,青壮年主力(25-34岁),其他,本地户籍,3,水果种植,1,自有房产,3,7.39,小型贷款(5-20万),15,4,0.005,0.671818182,3,2,2,4,1,2,0.182213381,18.22133811,中风险,81.77866189,优质客户,传统散户种植,0,批发零售业,辽宁顺信息工程有限公司_0289,企业名称：辽宁顺信息工程有限公司_0289；所属行业：批发零售业；资产规模等级：1.00；贷款金额（万元）：7.39；贷款期限（月）：15.00；还款负担水平：4.00；征信评分等级：3.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.18；综合风险得分：18.22；历史违约记录：0.00
